-0.0268007212,0.0000000000,0.9996407962
-0.0267917253,7.4000000954,0.4992817044
-0.0000000000,11.0000000000,0.5000000000
-0.0267917253,11.0000000000,0.4992817044
-0.0268007212,0.0000000000,0.9996407962
-0.0267917253,7.4000000954,0.4992817044
-0.0000000000,7.4000000954,0.5000000000
-0.0000000000,11.0000000000,0.5000000000
-0.0268007212,0.0000000000,0.9996407962
-0.0267917253,2.6000001431,0.4992817044
-0.0000000000,7.4000000954,0.5000000000
-0.0267917253,7.4000000954,0.4992817044
-0.0268007212,0.0000000000,0.9996407962
-0.0267917253,2.6000001431,0.4992817044
-0.0000000000,2.5999999046,0.5000000000
-0.0000000000,7.4000000954,0.5000000000
-0.0268007212,0.0000000000,0.9996407962
-0.0267917253,-1.0000000000,0.4992817044
-0.0000000000,2.5999999046,0.5000000000
-0.0267917253,2.6000001431,0.4992817044
-0.0268007212,0.0000000000,0.9996407962
-0.0267917253,-1.0000000000,0.4992817044
-0.0000000000,-1.0000000000,0.5000000000
-0.0000000000,2.5999999046,0.5000000000
-0.0808872971,0.0000000000,0.9967232541
-0.0540651865,7.4000000954,0.4970683753
-0.0267917253,11.0000000000,0.4992817044
-0.0540651865,11.0000000000,0.4970683753
-0.0808872971,0.0000000000,0.9967232541
-0.0540651865,7.4000000954,0.4970683753
-0.0267917253,7.4000000954,0.4992817044
-0.0267917253,11.0000000000,0.4992817044
-0.0808872971,0.0000000000,0.9967232541
-0.0540651865,2.6000001431,0.4970683753
-0.0267917253,7.4000000954,0.4992817044
-0.0540651865,7.4000000954,0.4970683753
-0.0808872971,0.0000000000,0.9967232541
-0.0540651865,2.6000001431,0.4970683753
-0.0267917253,2.6000001431,0.4992817044
-0.0267917253,7.4000000954,0.4992817044
-0.0808872971,0.0000000000,0.9967232541
-0.0540651865,-1.0000000000,0.4970683753
-0.0267917253,2.6000001431,0.4992817044
-0.0540651865,2.6000001431,0.4970683753
-0.0808872971,0.0000000000,0.9967232541
-0.0540651865,-1.0000000000,0.4970683753
-0.0267917253,-1.0000000000,0.4992817044
-0.0267917253,2.6000001431,0.4992817044
-0.1358256120,0.0000000000,0.9907327607
-0.0817071348,7.4000000954,0.4932787716
